Prase,Pitch,Duration
399,45,1.0
399,47,1.0
399,43,1.0
399,48,1.0
399,47,1.0
399,48,0.5
399,47,0.5
399,45,1.0
399,43,1.0
399,43,1.0
399,48,0.5
399,50,0.5
399,52,0.5
399,48,0.5
399,53,1.0
399,58,0.5
399,57,0.5
399,55,1.0
399,50,1.0
399,45,1.0
399,57,1.0
399,55,1.0
399,50,1.0
399,52,0.5
399,53,0.5
399,55,1.0
399,53,1.0
399,55,1.0
399,48,1.0
399,47,1.0
399,48,0.5
399,46,0.5
399,45,0.5
399,43,0.5
399,41,0.5
399,53,0.5
399,52,0.5
399,50,0.5
399,49,1.0
399,50,1.0
399,45,1.0
399,50,1.0
399,45,1.0
399,47,1.0
399,48,1.0
399,55,1.0
399,53,1.0
399,55,1.0
399,48,1.0
399,47,1.0
399,48,0.5
399,50,0.5
399,52,0.5
399,48,0.5
399,53,0.5
399,55,0.5
399,57,1.0
399,55,1.0
399,43,1.0
399,48,1.0
